skidcurr,target,codegender,flagowncar,flagownrealty,cntchildren,amtincometotal,amtcredit,amtannuity,amtgoodsprice,regionpopulationrelative,daysbirth,daysemployed,daysregistration,daysidpublish,owncarage,flagmobil,flagempphone,flagworkphone,flagcontmobile,flagphone,flagemail,cntfammembers,regionratingclient,regionratingclientwcity,hourapprprocessstart,regregionnotliveregion,regregionnotworkregion,liveregionnotworkregion,regcitynotlivecity,regcitynotworkcity,livecitynotworkcity,extsource1,extsource2,extsource3,apartmentsavg,basementareaavg,yearsbeginexpluatationavg,yearsbuildavg,commonareaavg,elevatorsavg,entrancesavg,floorsmaxavg,floorsminavg,landareaavg,livingapartmentsavg,livingareaavg,nonlivingapartmentsavg,nonlivingareaavg,apartmentsmode,basementareamode,yearsbeginexpluatationmode,yearsbuildmode,commonareamode,elevatorsmode,entrancesmode,floorsmaxmode,floorsminmode,landareamode,livingapartmentsmode,livingareamode,nonlivingapartmentsmode,nonlivingareamode,apartmentsmedi,basementareamedi,yearsbeginexpluatationmedi,yearsbuildmedi,commonareamedi,elevatorsmedi,entrancesmedi,floorsmaxmedi,floorsminmedi,landareamedi,livingapartmentsmedi,livingareamedi,nonlivingapartmentsmedi,nonlivingareamedi,totalareamode,obs30cntsocialcircle,def30cntsocialcircle,obs60cntsocialcircle,def60cntsocialcircle,dayslastphonechange,flagdocument2,flagdocument3,flagdocument4,flagdocument5,flagdocument6,flagdocument7,flagdocument8,flagdocument9,flagdocument10,flagdocument11,flagdocument12,flagdocument13,flagdocument14,flagdocument15,flagdocument16,flagdocument17,flagdocument18,flagdocument19,flagdocument20,flagdocument21,amtreqcreditbureauhour,amtreqcreditbureauday,amtreqcreditbureauweek,amtreqcreditbureaumon,amtreqcreditbureauqrt,amtreqcreditbureauyear,namecontracttypeCashloans,namecontracttypeRevolvingloans,nametypesuiteChildren,nametypesuiteFamily,nametypesuiteGroupofpeople,nametypesuiteOtherA,nametypesuiteOtherB,nametypesuiteSpousepartner,nametypesuiteUnaccompanied,nameincometypeBusinessman,nameincometypeCommercialassociate,nameincometypeMaternityleave,nameincometypePensioner,nameincometypeStateservant,nameincometypeStudent,nameincometypeUnemployed,nameincometypeWorking,nameeducationtypeAcademicdegree,nameeducationtypeHighereducation,nameeducationtypeIncompletehigher,nameeducationtypeLowersecondary,nameeducationtypeSecondarysecondaryspecial,namefamilystatusCivilmarriage,namefamilystatusMarried,namefamilystatusSeparated,namefamilystatusSinglenotmarried,namefamilystatusUnknown,namefamilystatusWidow,namehousingtypeCoopapartment,namehousingtypeHouseapartment,namehousingtypeMunicipalapartment,namehousingtypeOfficeapartment,namehousingtypeRentedapartment,namehousingtypeWithparents,occupationtypeAccountants,occupationtypeCleaningstaff,occupationtypeCookingstaff,occupationtypeCorestaff,occupationtypeDrivers,occupationtypeHRstaff,occupationtypeHighskilltechstaff,occupationtypeITstaff,occupationtypeLaborers,occupationtypeLowskillLaborers,occupationtypeManagers,occupationtypeMedicinestaff,occupationtypePrivateservicestaff,occupationtypeRealtyagents,occupationtypeSalesstaff,occupationtypeSecretaries,occupationtypeSecuritystaff,occupationtypeWaitersbarmenstaff,weekdayapprprocessstartFRIDAY,weekdayapprprocessstartMONDAY,weekdayapprprocessstartSATURDAY,weekdayapprprocessstartSUNDAY,weekdayapprprocessstartTHURSDAY,weekdayapprprocessstartTUESDAY,weekdayapprprocessstartWEDNESDAY,organizationtypeAdvertising,organizationtypeAgriculture,organizationtypeBank,organizationtypeBusinessEntityType1,organizationtypeBusinessEntityType2,organizationtypeBusinessEntityType3,organizationtypeCleaning,organizationtypeConstruction,organizationtypeCulture,organizationtypeElectricity,organizationtypeEmergency,organizationtypeGovernment,organizationtypeHotel,organizationtypeHousing,organizationtypeIndustrytype1,organizationtypeIndustrytype10,organizationtypeIndustrytype11,organizationtypeIndustrytype12,organizationtypeIndustrytype13,organizationtypeIndustrytype2,organizationtypeIndustrytype3,organizationtypeIndustrytype4,organizationtypeIndustrytype5,organizationtypeIndustrytype6,organizationtypeIndustrytype7,organizationtypeIndustrytype8,organizationtypeIndustrytype9,organizationtypeInsurance,organizationtypeKindergarten,organizationtypeLegalServices,organizationtypeMedicine,organizationtypeMilitary,organizationtypeMobile,organizationtypeOther,organizationtypePolice,organizationtypePostal,organizationtypeRealtor,organizationtypeReligion,organizationtypeRestaurant,organizationtypeSchool,organizationtypeSecurity,organizationtypeSecurityMinistries,organizationtypeSelfemployed,organizationtypeServices,organizationtypeTelecom,organizationtypeTradetype1,organizationtypeTradetype2,organizationtypeTradetype3,organizationtypeTradetype4,organizationtypeTradetype5,organizationtypeTradetype6,organizationtypeTradetype7,organizationtypeTransporttype1,organizationtypeTransporttype2,organizationtypeTransporttype3,organizationtypeTransporttype4,organizationtypeUniversity,organizationtypeXNA,fondkapremontmodenotspecified,fondkapremontmodeorgspecaccount,fondkapremontmoderegoperaccount,fondkapremontmoderegoperspecaccount,housetypemodeblockofflats,housetypemodespecifichousing,housetypemodeterracedhouse,wallsmaterialmodeBlock,wallsmaterialmodeMixed,wallsmaterialmodeMonolithic,wallsmaterialmodeOthers,wallsmaterialmodePanel,wallsmaterialmodeStonebrick,wallsmaterialmodeWooden,emergencystatemodeNo,emergencystatemodeYes,daysemployedperc,incomecreditperc,incomeperperson,annuityincomeperc,paymentrate
100263,0.0,1,0,0,0,108000.0,585000.0,32665.5,585000.0,0.009549,-23456,365243,-2267.0,-4483,,1,0,0,1,1,0,1.0,2,2,17,0,0,0,0,0,0,0.7708144989999743,0.2353137627595652,0.2707073872651806,0.0588,,0.993,,,0.0,0.1034,0.1667,,0.0659,,0.0651,,0.0,0.0599,,0.993,,,0.0,0.1034,0.1667,,0.0674,,0.0678,,0.0,0.0593,,0.993,,,0.0,0.1034,0.1667,,0.0671,,0.0662,,0.0,0.0645,0.0,0.0,0.0,0.0,-2255.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,-15.571410300136426,0.18461538461538463,108000.0,0.30245833333333333,0.05583846153846154
100264,0.0,1,0,0,0,121500.0,1215000.0,48186.0,1215000.0,0.018209,-23037,365243,-2017.0,-4082,,1,0,0,1,0,0,2.0,3,3,7,0,0,0,0,0,0,,0.3051502285076308,0.6956219298394389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2435.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-15.854625168207665,0.1,60750.0,0.3965925925925926,0.03965925925925926
100265,0.0,1,0,0,0,112500.0,723996.0,34960.5,585000.0,0.0196889999999999,-8302,-278,-1219.0,-959,,1,1,0,1,1,0,1.0,2,2,15,0,0,0,0,0,0,0.3891381501043357,0.5777182931688097,0.3944954053123993,0.032,0.0229,0.9742,0.6464,0.0037,0.0,0.069,0.125,0.1667,0.0448,0.0252,0.0204,0.0039,0.002,0.0326,0.0238,0.9742,0.6602,0.0037,0.0,0.069,0.125,0.1667,0.0458,0.0275,0.0213,0.0039,0.0022,0.0323,0.0229,0.9742,0.6511,0.0037,0.0,0.069,0.125,0.1667,0.0456,0.0257,0.0208,0.0039,0.0021,0.0186,3.0,0.0,3.0,0.0,-800.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,0.03348590701035895,0.15538759882651285,112500.0,0.31076,0.048288250211327134
100266,0.0,1,0,1,0,157500.0,1256400.0,36864.0,900000.0,0.032561,-18810,-995,-9761.0,-2290,,1,1,0,1,0,0,1.0,1,1,17,0,0,0,0,0,0,,0.6958165307388609,0.7136313997323308,0.0619,0.0612,0.9737,,,0.0,0.1379,0.1667,,0.0739,,0.0547,,0.0,0.063,0.0635,0.9737,,,0.0,0.1379,0.1667,,0.0756,,0.057,,0.0,0.0625,0.0612,0.9737,,,0.0,0.1379,0.1667,,0.0752,,0.0557,,0.0,0.043,2.0,1.0,2.0,1.0,-1388.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.05289739500265816,0.12535816618911175,157500.0,0.23405714285714285,0.029340974212034385
100267,0.0,0,0,0,0,225000.0,675000.0,17937.0,675000.0,0.026392,-13685,-3281,-7727.0,-4477,,1,1,1,1,1,0,2.0,2,2,18,0,0,0,0,0,0,,0.6815374524920329,0.6313545365850379,0.1856,,0.9821,,,0.2,0.1724,0.3333,,,,0.1909,,0.0,0.1891,,0.9821,,,0.2014,0.1724,0.3333,,,,0.1989,,0.0,0.1874,,0.9821,,,0.2,0.1724,0.3333,,,,0.1944,,0.0,0.1502,0.0,0.0,0.0,0.0,-330.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.23975155279503105,0.3333333333333333,112500.0,0.07972,0.026573333333333334
100268,0.0,1,0,1,0,85500.0,225000.0,18040.5,225000.0,0.014464,-10571,-1028,-643.0,-1899,,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.1010452702762866,0.6466885821859959,0.2250868621163805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2206.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09724718569671743,0.38,42750.0,0.211,0.08018
100269,0.0,0,0,0,0,180000.0,427450.5,23319.0,369000.0,0.010276,-11180,-1313,-4774.0,-3699,,1,1,0,1,0,0,2.0,2,2,9,0,0,0,1,1,0,,0.2858978721410488,0.4489622731076524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-177.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11744186046511627,0.42110139068734276,90000.0,0.12955,0.05455368516354525
100270,0.0,1,0,0,0,90000.0,337500.0,16875.0,337500.0,0.032561,-21497,365243,-14502.0,-4288,,1,0,0,1,1,0,2.0,1,1,16,0,0,0,0,0,0,,0.7140560925710472,0.7503751495159068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-16.9904172675257,0.26666666666666666,45000.0,0.1875,0.05
100272,0.0,1,0,0,1,135000.0,180000.0,9000.0,180000.0,0.010006,-9135,-460,-1219.0,-1815,,1,1,1,1,1,0,3.0,2,1,14,0,0,0,0,0,0,,0.1952575702271164,0.1830351672178103,0.1103,0.064,0.9841,0.7824,0.0308,0.08,0.0345,0.2917,0.3333,0.0148,0.0765,0.0635,0.0618,0.0361,0.1124,0.0664,0.9841,0.7909,0.0311,0.0806,0.0345,0.2917,0.3333,0.0151,0.0836,0.0662,0.0623,0.0382,0.1114,0.064,0.9841,0.7853,0.031,0.08,0.0345,0.2917,0.3333,0.015,0.0778,0.0646,0.0621,0.0369,0.0585,3.0,1.0,3.0,1.0,-70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,0.05035577449370553,0.75,45000.0,0.06666666666666667,0.05
100273,1.0,1,0,0,0,157500.0,1710000.0,66262.5,1710000.0,0.004849,-23127,-9274,-817.0,-4173,,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,,0.1263320626915722,,0.033,,0.9757,,,,,,,,,,,,0.0336,,0.9757,,,,,,,,,,,,0.0333,,0.9757,,,,,,,,,,,,0.0195,0.0,0.0,0.0,0.0,-1246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.40100315648376356,0.09210526315789473,78750.0,0.4207142857142857,0.03875
100274,0.0,0,1,0,0,308250.0,1305000.0,38281.5,1305000.0,0.026392,-15612,-1106,-8060.0,-4018,6.0,1,1,1,1,1,0,2.0,2,2,14,0,0,0,0,0,0,0.6529430442014209,0.6984528683753916,0.8004513396487078,0.1979,0.1629,0.9851,,,0.24,0.2069,0.3333,,,,0.2063,,0.1504,0.2017,0.1689999999999999,0.9851,,,0.2417,0.2069,0.3333,,,,0.2149,,0.1592,0.1999,0.1629,0.9851,,,0.24,0.2069,0.3333,,,,0.21,,0.1535,0.1949,1.0,0.0,1.0,0.0,-2263.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.07084294132718422,0.23620689655172414,154125.0,0.12418978102189782,0.02933448275862069
100275,0.0,1,1,0,0,108000.0,646920.0,18670.5,540000.0,0.019101,-23650,365243,-11380.0,-4923,64.0,1,0,0,1,0,0,1.0,2,2,13,0,0,0,0,0,0,,0.7319070919171349,0.7209441499436497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1563.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-15.44367864693446,0.1669449081803005,108000.0,0.172875,0.02886060100166945
100276,0.0,1,1,0,0,135000.0,497520.0,39438.0,450000.0,0.025164,-12246,-1787,-1002.0,-4898,22.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,0.5317997603166565,0.2168492990482221,,0.0825,0.0796,0.9747,0.6532,0.0496,0.0,0.1379,0.1667,0.2083,0.0741,0.0672,0.068,0.0039,0.005,0.084,0.0826,0.9747,0.6668,0.0501,0.0,0.1379,0.1667,0.2083,0.0758,0.0735,0.0704,0.0039,0.0053,0.0833,0.0796,0.9747,0.6578,0.0499,0.0,0.1379,0.1667,0.2083,0.0754,0.0684,0.0692,0.0039,0.0051,0.06,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,0.14592520006532744,0.27134587554269174,67500.0,0.29213333333333336,0.07926917510853836
100277,0.0,0,1,1,0,67500.0,364896.0,16200.0,315000.0,0.0060079999999999,-21812,365243,-12539.0,-5030,13.0,1,0,0,1,1,0,2.0,2,2,19,0,0,0,0,0,0,0.8567401196690122,0.5745141843911776,,,,0.9866,,,0.0,0.1034,0.0833,,,,0.0255,,0.0056,,,0.9866,,,0.0,0.1034,0.0833,,,,0.0266,,0.006,,,0.9866,,,0.0,0.1034,0.0833,,,,0.026,,0.0057,0.0213,1.0,0.0,1.0,0.0,-318.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-16.745048597102514,0.1849842146803473,33750.0,0.24,0.044396211523283345
100279,0.0,0,0,0,0,180000.0,254700.0,16407.0,225000.0,0.072508,-23946,365243,-6935.0,-3948,,1,0,0,1,0,0,1.0,1,1,16,0,0,0,0,0,0,,0.4586845685086158,0.5280927512030451,0.3041,0.1854,0.9791,0.7144,0.0,0.32,0.2759,0.3333,0.0417,0.0,0.2412,0.281,0.0309,0.009,0.3099,0.1924,0.9791,0.7256,0.0,0.3222,0.2759,0.3333,0.0417,0.0,0.2635,0.2928,0.0311,0.0096,0.3071,0.1854,0.9791,0.7182,0.0,0.32,0.2759,0.3333,0.0417,0.0,0.2454,0.2861,0.0311,0.0092,0.223,0.0,0.0,0.0,0.0,-975.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,-15.25277708176731,0.7067137809187279,180000.0,0.09115,0.06441696113074205
100281,0.0,1,0,0,1,112500.0,675000.0,21906.0,675000.0,0.025164,-17957,-4942,-7868.0,-1478,,1,1,1,1,0,0,2.0,2,2,15,0,0,0,0,0,0,,0.6609074073182916,0.622922000268356,0.0124,0.0,0.9702,0.5920000000000001,0.0017,0.0,0.069,0.0417,,0.0093,0.0101,0.0104,0.0,0.0,0.0126,0.0,0.9702,0.608,0.0017,0.0,0.069,0.0417,,0.0095,0.011,0.0108,0.0,0.0,0.0125,0.0,0.9702,0.5975,0.0017,0.0,0.069,0.0417,,0.0095,0.0103,0.0105,0.0,0.0,0.0091,0.0,0.0,0.0,0.0,-1631.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.27521300885448574,0.16666666666666666,56250.0,0.19472,0.032453333333333334
100282,1.0,1,1,0,0,73341.0,135000.0,6750.0,135000.0,0.018801,-9157,-146,-2926.0,-1822,11.0,1,1,0,1,0,0,1.0,2,2,11,0,0,0,0,0,0,,0.5232303868528839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.01594408649120891,0.5432666666666667,73341.0,0.09203583261749908,0.05
100283,0.0,1,0,0,0,135000.0,747000.0,38268.0,747000.0,0.026392,-12585,-870,-6120.0,-4734,,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,,0.6535724567257833,0.8327850252992314,0.0825,,0.9737,,,0.0,0.1379,0.1667,,,,0.0644,,0.0,0.084,,0.9737,,,0.0,0.1379,0.1667,,,,0.0671,,0.0,0.0833,,0.9737,,,0.0,0.1379,0.1667,,,,0.0656,,0.0,0.0506,4.0,1.0,4.0,1.0,-914.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.06912991656734208,0.18072289156626506,67500.0,0.28346666666666664,0.0512289156626506
